transaction_id,event_id,purchase_datetime,tickets_qty,price_paid_total,channel,tariff,buyer_geo,lead_time_days
T000785,E012,2026-03-08 11:50:00,4,73.41,web,plein,local,9
T000786,E012,2026-03-03 12:40:00,1,14.6,web,reduit,local,14
T000787,E012,2026-02-11 13:50:00,1,17.18,web,plein,local,34
T000788,E012,2026-03-02 14:30:00,1,18.02,web,plein,local,15
T000789,E012,2026-03-15 07:30:00,2,32.42,web,last_minute,local,2
T000790,E012,2026-03-04 15:50:00,2,35.23,partenaire,plein,local,13
T000791,E012,2026-02-24 14:10:00,2,34.45,web,plein,local,21
T000792,E012,2026-03-01 16:20:00,2,34.56,web,plein,local,16
T000793,E012,2026-03-07 06:30:00,1,18.0,web,plein,local,10
T000794,E012,2026-02-25 05:20:00,1,18.24,partenaire,plein,local,20
T000795,E012,2026-03-16 10:10:00,1,14.76,web,reduit,touriste,1
T000796,E012,2026-02-27 05:30:00,1,18.79,partenaire,plein,local,18
T000797,E012,2026-03-08 05:30:00,1,17.96,web,plein,local,9
T000798,E012,2026-03-11 11:00:00,1,18.2,web,plein,local,6
T000799,E012,2026-02-24 13:30:00,5,89.46,web,plein,touriste,21
T000800,E012,2026-03-16 17:00:00,2,31.12,partenaire,last_minute,touriste,0
T000801,E012,2026-03-16 16:00:00,2,30.01,web,reduit,local,0
T000802,E012,2026-02-27 15:10:00,1,17.05,web,plein,touriste,18
T000803,E012,2026-03-16 11:10:00,1,0.0,pass,plein,touriste,1
T000804,E012,2026-02-24 12:20:00,3,54.03,web,plein,touriste,21
T000805,E012,2026-02-22 15:40:00,1,13.63,web,early_bird,local,23
T000806,E012,2026-03-05 08:50:00,1,14.46,web,reduit,local,12
T000807,E012,2026-02-26 14:10:00,1,18.33,web,plein,touriste,19
T000808,E012,2026-02-05 05:20:00,2,35.64,partenaire,plein,local,40
T000809,E012,2026-03-16 13:00:00,3,56.54,web,plein,touriste,0
T000810,E012,2026-03-08 10:00:00,1,13.53,guichet,reduit,local,9
T000811,E012,2026-03-04 14:00:00,2,35.34,web,plein,local,13
T000812,E012,2026-03-14 08:50:00,3,50.39,partenaire,plein,local,3
T000813,E012,2026-03-02 08:10:00,2,35.43,guichet,plein,local,15
T000814,E012,2026-02-22 05:40:00,2,29.62,web,reduit,touriste,23
T000815,E012,2026-01-27 15:50:00,1,13.84,partenaire,early_bird,touriste,49
T000816,E012,2026-02-21 16:50:00,1,17.7,web,plein,touriste,24
T000817,E012,2026-03-04 10:30:00,1,18.41,web,plein,touriste,13
T000818,E012,2026-03-16 18:00:00,1,0.0,pass,last_minute,local,0
T000819,E012,2026-03-14 11:10:00,1,13.75,web,reduit,touriste,3
T000820,E012,2026-03-13 16:40:00,3,51.05,partenaire,last_minute,local,4
T000821,E012,2026-03-16 15:00:00,1,17.59,web,plein,local,0
T000822,E012,2026-02-23 06:50:00,1,18.71,partenaire,plein,local,22
T000823,E012,2026-02-24 12:20:00,2,35.7,web,plein,local,21
T000824,E012,2026-02-17 09:30:00,2,33.94,web,plein,local,28
T000825,E012,2026-03-03 09:40:00,2,27.83,web,reduit,local,14
T000826,E012,2026-02-27 14:20:00,2,35.32,guichet,plein,local,18
T000827,E012,2026-02-25 16:50:00,1,17.1,web,plein,local,20
T000828,E012,2026-02-22 05:40:00,1,18.48,web,plein,local,23
T000829,E012,2026-02-12 09:10:00,1,19.87,web,plein,local,33
T000830,E012,2026-01-29 08:10:00,1,14.1,web,early_bird,local,47
T000831,E012,2026-03-15 12:50:00,2,33.0,web,last_minute,local,2
T000832,E012,2026-03-08 14:40:00,2,36.81,web,plein,local,9
T000833,E012,2026-03-16 18:00:00,1,15.54,web,last_minute,local,0
T000834,E012,2026-02-21 12:20:00,2,37.13,web,plein,local,24
T000835,E012,2026-03-04 08:50:00,1,18.4,web,plein,local,13
T000836,E012,2026-02-27 06:40:00,2,35.36,web,plein,touriste,18
T000837,E012,2026-03-06 14:10:00,3,53.87,web,plein,local,11
T000838,E012,2026-02-11 12:50:00,1,13.77,web,early_bird,local,34
T000839,E012,2026-01-31 05:50:00,2,28.23,partenaire,early_bird,local,45
T000840,E012,2026-02-13 04:00:00,3,43.27,web,reduit,local,32
T000841,E012,2026-02-27 05:40:00,2,35.37,web,plein,local,18
T000842,E012,2026-02-22 11:50:00,3,40.0,guichet,early_bird,local,23
T000843,E012,2026-03-08 05:40:00,1,17.48,web,plein,local,9
T000844,E012,2026-02-28 15:40:00,2,37.69,partenaire,plein,local,17
T000845,E012,2026-02-25 12:00:00,2,34.36,guichet,plein,local,20
T000846,E012,2026-03-03 08:30:00,1,17.98,partenaire,plein,local,14
T000847,E012,2026-03-14 06:40:00,2,34.38,guichet,plein,local,3
T000848,E012,2026-02-19 12:20:00,1,17.84,partenaire,plein,touriste,26
T000849,E012,2026-03-16 13:00:00,2,30.35,web,last_minute,local,0
T000850,E012,2026-03-08 12:10:00,1,0.0,pass,plein,local,9
T000851,E012,2026-03-05 12:40:00,4,75.33,web,plein,local,12
T000852,E012,2026-03-13 15:20:00,2,31.97,web,last_minute,local,4
T000853,E012,2026-03-16 17:00:00,2,35.65,guichet,plein,touriste,0
T000854,E012,2026-03-09 06:50:00,1,18.21,guichet,plein,local,8
T000855,E012,2026-02-11 12:30:00,1,12.7,guichet,early_bird,touriste,34
T000856,E012,2026-03-03 08:00:00,4,57.05,web,reduit,local,14
T000857,E012,2026-03-13 09:10:00,2,35.23,web,plein,touriste,4
T000858,E012,2026-02-14 05:10:00,1,13.5,web,reduit,local,31
T000859,E012,2026-03-10 08:50:00,1,16.95,web,plein,local,7
T000860,E012,2026-03-05 09:30:00,1,14.52,web,reduit,local,12
T000861,E012,2026-03-03 15:50:00,2,35.9,web,plein,touriste,14
T000862,E012,2026-03-02 14:50:00,1,15.4,web,reduit,local,15
T000863,E012,2026-02-18 16:20:00,2,37.43,web,plein,local,27
T000864,E012,2026-02-21 05:20:00,2,34.65,web,plein,local,24
T000865,E012,2026-02-22 08:50:00,2,26.74,web,early_bird,local,23
T000866,E012,2026-02-07 04:40:00,2,28.26,web,early_bird,local,38
T000867,E012,2026-02-20 16:40:00,1,14.43,guichet,reduit,local,25
T000868,E012,2026-03-06 12:30:00,1,18.34,web,plein,local,11
T000869,E012,2026-03-04 16:40:00,1,14.17,web,reduit,local,13
T000870,E012,2026-02-27 12:00:00,2,28.77,web,reduit,local,18
T000871,E012,2026-03-05 16:40:00,1,18.19,web,plein,local,12
T000872,E012,2026-03-02 06:10:00,1,14.43,partenaire,reduit,local,15
T000873,E012,2026-03-16 13:00:00,2,36.02,web,plein,touriste,0
T000874,E012,2026-03-04 11:10:00,2,34.45,web,plein,local,13
T000875,E012,2026-02-25 07:40:00,2,36.43,web,plein,local,20
T000876,E012,2026-03-14 11:00:00,1,15.73,web,last_minute,local,3
T000877,E012,2026-03-10 12:50:00,1,19.02,web,plein,local,7
T000878,E012,2026-02-14 12:40:00,2,26.3,guichet,early_bird,local,31
T000879,E012,2026-03-01 14:00:00,4,72.98,web,plein,local,16
T000880,E012,2026-02-27 12:30:00,3,54.14,web,plein,touriste,18
T000881,E012,2026-02-24 11:40:00,1,18.85,guichet,plein,local,21
T000882,E012,2026-02-25 07:00:00,2,35.08,guichet,plein,local,20
T000883,E012,2026-03-03 06:20:00,1,18.09,web,plein,local,14
T000884,E012,2026-02-24 10:20:00,2,27.86,guichet,reduit,local,21
T000885,E012,2026-03-16 17:00:00,3,45.19,web,reduit,local,0
T000886,E012,2026-02-25 06:40:00,1,13.6,web,reduit,local,20
T000887,E012,2026-02-25 13:10:00,2,26.86,web,reduit,local,20
T000888,E012,2026-03-16 14:00:00,2,35.34,web,plein,local,0
T000889,E012,2026-02-23 08:00:00,1,13.99,guichet,reduit,local,22
T000890,E012,2026-03-03 11:10:00,1,17.7,web,plein,local,14
T000891,E012,2026-02-17 13:10:00,2,35.16,web,plein,local,28
T000892,E012,2026-03-08 14:20:00,1,14.87,web,reduit,local,9
T000893,E012,2026-03-15 10:30:00,2,31.57,web,last_minute,local,2
T000894,E012,2026-02-28 12:50:00,1,17.35,web,plein,local,17
T000895,E012,2026-03-12 11:40:00,1,16.71,web,plein,local,5
T000896,E012,2026-02-26 16:00:00,1,14.69,guichet,reduit,local,19
T000897,E012,2026-02-26 12:00:00,1,17.31,web,plein,touriste,19
T000898,E012,2026-02-27 12:30:00,1,13.63,partenaire,early_bird,local,18
T000899,E012,2026-03-12 07:30:00,2,34.32,web,plein,local,5
T000900,E012,2026-02-10 15:50:00,3,42.16,web,early_bird,local,35
T000901,E012,2026-02-27 16:10:00,3,53.3,web,plein,local,18
T000902,E012,2026-03-12 12:30:00,2,32.97,web,last_minute,local,5
T000903,E012,2026-03-13 04:40:00,1,17.38,web,plein,local,4
T000904,E012,2026-02-24 07:50:00,1,18.59,web,plein,local,21
T000905,E012,2026-01-30 10:50:00,1,13.33,web,early_bird,local,46
T000906,E012,2026-02-27 13:20:00,1,14.27,web,reduit,local,18
T000907,E012,2026-03-07 07:30:00,1,0.0,pass,reduit,local,10
T000908,E012,2026-03-16 15:00:00,1,18.36,web,plein,local,0
T000909,E012,2026-03-16 13:00:00,1,17.66,web,plein,local,0
T000910,E012,2026-03-02 07:30:00,2,36.53,guichet,plein,local,15
T000911,E010,2026-01-28 13:30:00,1,0.0,pass,early_bird,local,48
T000912,E010,2026-01-29 15:50:00,1,14.11,guichet,early_bird,local,47
T000913,E010,2026-03-06 17:00:00,2,34.78,web,plein,local,11
T000914,E010,2026-02-09 06:00:00,2,26.6,web,early_bird,local,36
T000915,E010,2026-03-11 16:30:00,1,17.4,web,plein,local,6
T000916,E010,2026-03-14 09:50:00,1,16.12,web,last_minute,local,3
T000917,E010,2026-03-15 07:50:00,1,16.02,web,last_minute,local,2
T000918,E010,2026-03-04 17:40:00,2,35.95,web,plein,touriste,13
T000919,E010,2026-03-11 13:50:00,2,37.76,web,plein,local,6
T000920,E010,2026-02-22 08:50:00,1,18.75,web,plein,local,23
T000921,E010,2026-03-02 17:30:00,3,53.9,web,plein,touriste,15
T000922,E010,2026-02-19 13:00:00,1,17.86,web,plein,local,26
T000923,E010,2026-02-17 09:50:00,1,13.92,web,reduit,local,28
T000924,E010,2026-02-11 09:10:00,1,13.33,guichet,early_bird,local,34
T000925,E010,2026-02-22 14:00:00,2,28.07,web,reduit,touriste,23
T000926,E010,2026-03-01 06:40:00,1,17.82,web,plein,local,16
T000927,E010,2026-02-18 09:40:00,5,0.0,pass,plein,touriste,27
T000928,E010,2026-03-05 11:40:00,1,13.87,web,early_bird,local,12
T000929,E010,2026-03-16 17:30:00,1,17.12,web,plein,local,1
T000930,E010,2026-03-10 12:00:00,2,26.15,guichet,reduit,touriste,7
T000931,E010,2026-02-19 08:50:00,1,18.58,web,plein,touriste,26
T000932,E010,2026-02-25 10:40:00,1,13.72,guichet,reduit,local,20
T000933,E010,2026-03-01 09:00:00,1,19.27,partenaire,plein,local,16
T000934,E010,2026-02-27 13:10:00,2,38.47,partenaire,plein,local,18
T000935,E010,2026-02-24 09:10:00,1,18.37,web,plein,touriste,21
T000936,E010,2026-03-15 12:50:00,2,32.01,partenaire,last_minute,touriste,2
T000937,E010,2026-03-11 08:10:00,1,18.68,partenaire,plein,touriste,6
T000938,E010,2026-03-01 07:00:00,3,54.83,web,plein,local,16
T000939,E010,2026-02-26 12:40:00,2,37.73,web,plein,touriste,19
T000940,E010,2026-03-02 12:20:00,2,37.13,guichet,plein,touriste,15
T000941,E010,2026-03-04 14:20:00,2,27.34,web,reduit,touriste,13
T000942,E010,2026-03-12 09:30:00,1,0.0,pass,plein,touriste,5
T000943,E010,2026-03-10 17:30:00,1,17.78,web,plein,local,7
T000944,E010,2026-03-16 18:00:00,3,51.53,web,plein,local,0
T000945,E010,2026-03-03 10:50:00,1,17.46,web,plein,local,14
T000946,E010,2026-02-16 06:20:00,3,56.0,web,plein,local,29
T000947,E010,2026-02-26 09:10:00,1,17.34,guichet,plein,local,19
T000948,E010,2026-02-23 07:30:00,3,0.0,pass,plein,local,22
T000949,E010,2026-03-16 17:00:00,1,18.66,web,plein,local,0
T000950,E010,2026-02-26 15:10:00,1,17.43,web,plein,touriste,19
T000951,E010,2026-03-01 13:30:00,2,28.28,partenaire,early_bird,touriste,16
T000952,E010,2026-02-04 16:10:00,2,27.75,web,early_bird,touriste,41
T000953,E010,2026-03-13 07:50:00,1,18.86,web,plein,local,4
T000954,E010,2026-02-28 09:20:00,1,17.42,partenaire,plein,touriste,17
T000955,E010,2026-03-16 16:10:00,3,56.1,web,plein,local,1
T000956,E010,2026-03-07 15:00:00,3,55.32,guichet,plein,local,10
T000957,E010,2026-03-08 13:40:00,2,36.77,web,plein,local,9
T000958,E010,2026-03-14 06:20:00,3,49.7,web,last_minute,local,3
T000959,E010,2026-02-12 14:50:00,1,0.0,pass,early_bird,local,33
T000960,E010,2026-03-09 10:20:00,1,15.13,web,reduit,touriste,8
T000961,E010,2026-03-09 06:30:00,2,30.1,web,reduit,local,8
T000962,E010,2026-03-16 17:00:00,1,15.2,web,reduit,touriste,0
T000963,E010,2026-02-25 06:00:00,1,18.23,web,plein,local,20
T000964,E010,2026-02-21 09:50:00,2,37.16,web,plein,local,24
T000965,E010,2026-02-28 12:20:00,2,36.17,web,plein,local,17
T000966,E010,2026-03-03 07:10:00,2,30.92,web,reduit,local,14
T000967,E010,2026-02-16 09:50:00,1,13.8,web,early_bird,local,29
T000968,E010,2026-03-16 19:00:00,3,42.83,web,reduit,local,0
T000969,E010,2026-03-14 17:30:00,2,33.15,web,last_minute,local,3
T000970,E010,2026-02-23 14:10:00,2,0.0,pass,plein,local,22
T000971,E010,2026-03-04 08:10:00,2,35.22,guichet,plein,local,13
T000972,E010,2026-03-14 13:10:00,4,61.16,web,reduit,local,3
T000973,E010,2026-03-03 10:30:00,2,34.47,web,plein,touriste,14
T000974,E010,2026-02-21 13:30:00,1,18.8,guichet,plein,touriste,24
T000975,E010,2026-02-27 14:40:00,2,0.0,pass,plein,local,18
T000976,E010,2026-03-14 11:40:00,1,18.12,partenaire,plein,touriste,3
T000977,E010,2026-02-13 12:40:00,2,28.4,web,reduit,touriste,32
T000978,E010,2026-02-28 11:20:00,1,18.31,web,plein,local,17
T000979,E010,2026-02-18 17:10:00,2,36.5,web,plein,local,27
T000980,E010,2026-02-27 12:30:00,4,69.65,web,plein,local,18
T000981,E010,2026-02-01 14:10:00,1,18.5,partenaire,plein,touriste,44
T000982,E010,2026-02-24 13:30:00,1,13.59,web,early_bird,local,21
T000983,E010,2026-02-24 11:30:00,2,35.44,web,plein,local,21
T000984,E010,2026-03-05 13:40:00,1,17.52,web,plein,local,12
T000985,E010,2026-02-12 16:40:00,2,26.18,partenaire,early_bird,local,33
T000986,E010,2026-02-03 07:10:00,3,40.2,web,early_bird,touriste,42
T000987,E010,2026-03-01 09:50:00,2,37.07,web,plein,local,16
T000988,E010,2026-03-10 05:40:00,5,72.87,web,reduit,local,7
T000989,E010,2026-03-03 07:50:00,1,0.0,pass,plein,local,14
T000990,E010,2026-03-09 05:30:00,4,71.53,web,plein,local,8
T000991,E010,2026-02-28 12:20:00,3,54.56,web,plein,touriste,17
T000992,E010,2026-03-06 17:10:00,1,17.91,partenaire,plein,local,11
T000993,E010,2026-03-10 12:10:00,1,17.94,partenaire,plein,local,7
T000994,E010,2026-03-08 05:00:00,1,17.83,guichet,plein,touriste,9
T000995,E010,2026-03-16 14:00:00,2,32.49,partenaire,last_minute,local,0
T000996,E010,2026-03-16 14:00:00,1,15.57,web,last_minute,local,0
T000997,E010,2026-03-16 09:20:00,1,15.85,web,last_minute,local,1
T000998,E010,2026-03-08 13:40:00,1,18.47,partenaire,plein,local,9
T000999,E010,2026-03-07 10:00:00,1,18.2,web,plein,local,10
T001000,E010,2026-02-11 15:30:00,1,12.99,web,early_bird,local,34
T001001,E010,2026-02-18 06:30:00,1,18.17,web,plein,local,27
T001002,E010,2026-02-08 17:50:00,1,15.12,web,early_bird,local,37
T001003,E010,2026-03-16 18:00:00,1,18.47,web,plein,local,0
T001004,E010,2026-03-04 17:50:00,1,17.86,partenaire,plein,local,13
T001005,E010,2026-03-15 13:00:00,2,33.21,web,plein,local,2
T001006,E010,2026-02-13 17:50:00,2,36.98,web,plein,touriste,32
T001007,E010,2026-03-08 08:00:00,2,29.77,guichet,reduit,local,9
T001008,E010,2026-03-06 05:30:00,1,14.91,web,reduit,local,11
T001009,E010,2026-02-14 12:10:00,1,14.36,web,reduit,local,31
T001010,E010,2026-02-19 12:20:00,1,17.96,web,plein,local,26
T001011,E010,2026-02-14 07:00:00,1,14.13,web,early_bird,touriste,31
T001012,E010,2026-02-16 13:20:00,1,17.84,web,plein,touriste,29
T001013,E010,2026-03-01 16:10:00,2,35.21,partenaire,plein,local,16
T001014,E010,2026-01-15 14:10:00,1,13.4,web,early_bird,local,61
T001015,E010,2026-03-16 15:00:00,2,37.04,web,plein,touriste,0
T001016,E010,2026-03-01 09:20:00,1,14.03,partenaire,reduit,local,16
T001017,E010,2026-03-13 15:00:00,1,17.57,web,plein,local,4
T001018,E010,2026-03-09 05:10:00,3,55.5,guichet,plein,local,8
T001019,E010,2026-03-03 15:30:00,1,18.27,web,plein,local,14
T001020,E010,2026-02-19 09:00:00,1,14.09,web,reduit,local,26
T001021,E010,2026-03-02 08:50:00,3,52.48,web,plein,local,15
T001022,E010,2026-03-09 17:50:00,2,36.58,guichet,plein,local,8
T001023,E010,2026-03-10 11:20:00,3,52.78,web,plein,touriste,7
T001024,E010,2026-02-21 13:00:00,1,12.97,web,early_bird,local,24
T001025,E010,2026-03-01 08:40:00,2,29.25,guichet,reduit,local,16
T001026,E010,2026-03-10 08:10:00,1,18.64,partenaire,plein,local,7
T001027,E010,2026-03-11 07:40:00,1,17.84,web,plein,local,6
T001028,E010,2026-03-13 15:40:00,1,14.0,web,reduit,local,4
T001029,E010,2026-03-04 06:10:00,1,18.53,web,plein,local,13
T001030,E010,2026-02-18 15:10:00,1,13.77,web,early_bird,local,27
T001031,E010,2026-02-12 10:40:00,5,85.8,web,plein,touriste,33
T001032,E010,2026-03-16 16:00:00,3,51.1,web,last_minute,local,0
T001033,E010,2026-02-18 13:10:00,1,12.83,web,early_bird,local,27
T001034,E010,2026-02-24 10:30:00,1,18.13,web,plein,local,21
T001035,E010,2026-03-10 09:40:00,1,18.0,web,plein,local,7
T001036,E010,2026-03-16 18:00:00,3,57.1,web,plein,touriste,0
T001037,E010,2026-03-16 15:00:00,1,17.82,web,plein,local,0
T001038,E010,2026-03-09 06:00:00,2,36.4,web,plein,local,8
T001039,E010,2026-03-12 14:10:00,1,17.67,web,plein,local,5
T001040,E010,2026-03-08 11:40:00,2,37.51,guichet,plein,local,9
T001041,E010,2026-03-15 17:30:00,1,16.26,partenaire,last_minute,local,2
T001042,E010,2026-02-25 14:00:00,3,57.33,guichet,plein,local,20
T001043,E010,2026-03-10 14:30:00,1,14.3,web,reduit,local,7
T001044,E010,2026-03-03 10:30:00,2,37.56,web,plein,local,14
T001045,E010,2026-03-11 08:50:00,1,17.28,guichet,plein,touriste,6
T001046,E010,2026-03-03 17:50:00,3,43.65,web,reduit,local,14
T001047,E010,2026-02-25 13:40:00,2,34.25,web,plein,local,20
T001048,E010,2026-02-23 05:50:00,4,70.91,web,plein,local,22
T001049,E010,2026-02-28 14:40:00,1,14.72,web,reduit,local,17
T001050,E010,2026-02-23 11:10:00,5,94.42,web,plein,local,22
T001051,E010,2026-03-14 05:40:00,1,17.23,web,plein,local,3
T001052,E010,2026-03-16 18:00:00,1,17.76,web,plein,local,0
T001053,E010,2026-02-16 11:50:00,3,38.42,web,early_bird,local,29
T001054,E010,2026-02-28 13:10:00,1,17.31,web,plein,touriste,17
T001055,E010,2026-03-04 15:40:00,1,18.29,web,plein,local,13
T001056,E010,2026-03-05 10:10:00,2,34.04,web,plein,local,12
T001057,E010,2026-02-23 09:10:00,2,36.98,web,plein,local,22
T001058,E010,2026-03-16 18:00:00,1,17.25,web,last_minute,touriste,0
T001059,E010,2026-03-06 15:20:00,2,36.71,guichet,plein,local,11
T001060,E010,2026-03-12 16:00:00,1,17.99,partenaire,plein,local,5
T001061,E010,2026-03-12 09:00:00,3,50.61,web,plein,local,5
T001062,E010,2026-02-28 12:00:00,2,35.32,guichet,plein,local,17
T001063,E010,2026-03-04 13:40:00,1,17.25,partenaire,plein,local,13
T001064,E010,2026-03-16 14:00:00,1,15.59,web,reduit,local,0
T001065,E010,2026-03-02 13:00:00,3,41.38,web,reduit,touriste,15
T001066,E010,2026-02-19 16:40:00,2,34.98,web,plein,local,26
T001067,E010,2026-02-12 06:30:00,3,55.46,web,plein,touriste,33
T001068,E010,2026-03-16 19:00:00,1,13.82,web,reduit,touriste,0
T001069,E010,2026-02-27 11:40:00,1,18.3,guichet,plein,local,18
T001070,E010,2026-03-16 19:00:00,1,17.65,web,last_minute,local,0
T001071,E010,2026-03-02 16:00:00,2,35.18,web,plein,local,15
T001072,E010,2026-03-03 12:30:00,2,35.75,guichet,plein,local,14
T001073,E010,2026-03-16 17:00:00,3,44.25,web,reduit,local,0
T001074,E010,2026-03-16 14:00:00,1,0.0,pass,plein,local,0
T001075,E010,2026-03-12 05:40:00,1,17.75,web,plein,touriste,5
T001076,E010,2026-03-12 11:50:00,1,15.35,web,last_minute,local,5
T001077,E010,2026-02-25 15:40:00,2,38.02,partenaire,plein,local,20
T001078,E010,2026-02-16 14:10:00,3,37.41,partenaire,early_bird,local,29
T001079,E010,2026-03-07 12:40:00,1,17.65,web,plein,local,10
T001080,E010,2026-02-21 15:10:00,1,17.96,web,plein,local,24
T001081,E010,2026-02-21 13:10:00,1,13.23,web,early_bird,local,24
T001082,E010,2026-02-26 15:40:00,1,18.29,guichet,plein,local,19
T001083,E010,2026-03-15 16:00:00,1,15.08,web,last_minute,local,2
T001084,E010,2026-03-07 05:20:00,3,54.6,guichet,plein,local,10
T001085,E010,2026-01-18 12:50:00,1,12.01,web,early_bird,local,58
T001086,E010,2026-03-16 18:00:00,1,16.3,guichet,last_minute,touriste,0
T001087,E010,2026-03-03 14:40:00,2,35.59,web,plein,local,14
T001088,E010,2026-03-02 08:10:00,1,18.16,web,plein,local,15
T001089,E010,2026-03-13 12:10:00,3,42.14,web,reduit,local,4
T001090,E010,2026-03-01 10:10:00,1,16.69,web,plein,local,16
T001091,E010,2026-01-28 08:10:00,3,41.27,web,early_bird,local,48
T001092,E010,2026-02-20 09:30:00,1,18.08,partenaire,plein,local,25
T001093,E010,2026-03-06 08:00:00,1,19.04,web,plein,local,11
T001094,E010,2026-03-12 14:30:00,2,0.0,pass,plein,local,5
T001095,E010,2026-03-05 11:30:00,1,13.99,guichet,reduit,touriste,12
T001096,E010,2026-02-07 16:20:00,1,13.3,web,early_bird,touriste,38
T001097,E010,2026-03-15 13:40:00,3,53.47,guichet,plein,local,2
T001098,E010,2026-03-16 16:00:00,1,14.88,partenaire,reduit,local,0
T001099,E010,2026-02-06 13:40:00,3,40.04,web,early_bird,touriste,39
T001100,E010,2026-03-01 13:50:00,2,37.55,partenaire,plein,local,16
T001101,E010,2026-03-13 09:20:00,2,31.73,web,last_minute,local,4
T001102,E010,2026-03-11 05:50:00,2,38.18,web,plein,local,6
T001103,E010,2026-03-06 12:00:00,3,54.49,web,plein,touriste,11
T001104,E010,2026-02-19 16:40:00,1,14.48,web,reduit,local,26
T001105,E010,2026-02-24 07:30:00,1,17.87,web,plein,local,21
T001106,E010,2026-03-04 12:00:00,1,15.42,partenaire,reduit,local,13
T001107,E010,2026-02-25 17:10:00,1,17.3,partenaire,plein,touriste,20
T001108,E010,2026-03-04 12:50:00,2,29.3,web,reduit,local,13
T001109,E010,2026-02-18 17:40:00,2,34.59,web,plein,local,27
T001110,E010,2026-03-05 05:10:00,2,29.5,web,reduit,local,12
T001111,E010,2026-03-15 07:10:00,2,32.0,web,last_minute,local,2
T001112,E010,2026-02-19 11:20:00,3,41.15,web,early_bird,local,26
T001113,E010,2026-02-27 15:10:00,1,17.67,partenaire,plein,local,18
T001114,E010,2026-02-27 14:20:00,1,16.88,web,plein,local,18
T001115,E010,2026-03-07 17:00:00,1,17.8,web,plein,local,10
T001116,E010,2026-02-28 15:30:00,1,14.55,web,reduit,local,17
T001117,E010,2026-03-12 05:10:00,1,17.87,web,plein,local,5
T001118,E010,2026-01-29 08:00:00,1,14.49,web,early_bird,local,47
T001119,E010,2026-03-07 07:00:00,3,53.09,web,plein,local,10
T001120,E010,2026-03-05 06:00:00,1,14.84,guichet,reduit,local,12
T001121,E010,2026-03-03 09:40:00,1,0.0,pass,plein,local,14
T001122,E010,2026-03-09 13:10:00,1,14.58,partenaire,reduit,local,8
T001123,E010,2026-03-15 05:00:00,2,32.94,partenaire,last_minute,local,2
T001124,E010,2026-02-11 06:30:00,2,27.41,web,early_bird,touriste,34
T001125,E010,2026-02-11 06:50:00,2,28.14,web,early_bird,local,34
T001126,E010,2026-02-23 08:50:00,1,13.35,web,early_bird,local,22
T001127,E010,2026-02-24 15:40:00,2,35.88,web,plein,local,21
T001128,E010,2026-03-16 17:00:00,3,47.54,web,last_minute,local,0
T001129,E010,2026-02-25 14:40:00,1,17.93,guichet,plein,local,20
T001130,E010,2026-03-12 13:50:00,1,18.41,web,plein,local,5
T001131,E010,2026-03-11 14:10:00,1,12.66,web,reduit,local,6
T001132,E010,2026-03-07 05:30:00,1,0.0,pass,reduit,local,10
T001133,E010,2026-02-25 17:40:00,1,12.98,web,reduit,touriste,20
T001134,E010,2026-03-13 13:50:00,2,32.78,web,last_minute,local,4
T001135,E010,2026-03-05 09:00:00,1,17.9,web,plein,local,12
T001136,E010,2026-03-15 05:00:00,2,33.9,web,plein,local,2
T001137,E010,2026-02-16 14:00:00,1,13.88,web,reduit,local,29
T001138,E010,2026-02-26 15:30:00,3,41.9,web,early_bird,touriste,19
T001139,E010,2026-03-16 12:10:00,1,16.89,partenaire,last_minute,local,1
T001140,E010,2026-03-16 16:00:00,2,28.2,guichet,reduit,local,0
T001141,E010,2026-03-14 14:50:00,3,50.35,web,last_minute,local,3
T001142,E010,2026-03-15 14:50:00,2,28.4,web,reduit,local,2
T001143,E010,2026-02-17 06:10:00,1,17.31,guichet,plein,touriste,28
T001144,E010,2026-02-23 15:40:00,3,57.29,web,plein,touriste,22
T001145,E010,2026-02-14 14:00:00,2,24.81,web,early_bird,local,31
T001146,E010,2026-03-01 10:50:00,1,12.64,partenaire,early_bird,local,16
T001147,E010,2026-02-20 08:20:00,1,18.13,web,plein,local,25
T001148,E010,2026-03-02 09:10:00,3,0.0,pass,plein,local,15
T001149,E010,2026-02-27 06:30:00,2,35.58,partenaire,plein,local,18
T001150,E010,2026-03-10 07:10:00,2,37.42,partenaire,plein,touriste,7
T001151,E010,2026-03-07 09:20:00,1,18.54,web,plein,touriste,10
T001152,E010,2026-02-27 13:50:00,1,18.54,guichet,plein,touriste,18
T001153,E010,2026-03-12 11:50:00,2,33.28,web,last_minute,local,5
T001154,E010,2026-01-20 05:50:00,1,14.05,web,early_bird,local,56
T001155,E010,2026-02-20 05:00:00,1,12.87,guichet,early_bird,local,25
T001156,E010,2026-02-24 14:20:00,2,35.03,web,plein,local,21
T001157,E010,2026-02-24 09:20:00,1,14.57,web,reduit,local,21
T001158,E010,2026-03-13 09:10:00,3,54.56,partenaire,plein,local,4
T001159,E010,2026-03-16 19:00:00,3,53.25,web,plein,touriste,0
T001160,E010,2026-03-16 17:00:00,1,17.89,web,plein,local,0
T001161,E010,2026-03-07 10:40:00,1,17.36,web,plein,local,10
T001162,E010,2026-02-12 15:00:00,2,35.34,web,plein,local,33
T001163,E010,2026-03-12 07:50:00,2,36.22,web,plein,local,5
